ID,y
536,114.296974
537,92.11331
539,93.6805
540,104.47453
541,93.84331
543,93.6805
546,111.090836
547,93.009895
548,76.40106
551,92.94614
552,102.71304
556,102.90916
557,94.96093
558,111.63124
559,93.114296
560,104.489845
562,104.489845
566,94.96992
570,111.668976
571,95.17636
572,102.72941
573,93.6805
575,116.23593
576,111.020454
577,93.6805
579,93.5057
580,111.83171
581,109.77959
589,111.63124
591,102.77988
593,93.114296
594,102.09961
595,93.84331
598,92.94614
602,111.090836
604,111.668976
606,112.532135
608,93.26292
609,104.47453
610,93.6805
616,111.83171
617,94.614136
618,101.837395
620,102.853905
622,110.03099
623,93.11778
624,120.00336
626,111.83171
628,111.83171
629,93.913895
630,111.83171
637,93.79942
638,103.21469
643,93.68526
645,95.031204
646,113.5939
648,94.96093
652,94.96992
653,95.17636
654,111.668976
656,111.83171
657,93.61503
659,92.45772
660,103.58912
663,93.9043
664,111.83171
666,102.55031
668,111.27267
669,93.68473
671,94.96093
675,93.15931
677,93.009895
678,110.34184
679,102.39866
682,94.376175
685,102.71304
687,93.6805
688,91.839615
693,110.733986
696,95.12116
698,94.614136
701,94.853226
704,102.61819
705,116.23593
709,113.32036
710,92.94614
711,102.146545
712,94.75751
714,111.668976
715,91.94452
716,111.63124
717,93.430016
720,116.23593
721,92.97771
724,103.105965
725,93.84331
726,112.53261
728,112.53261
731,93.93395
734,103.58912
738,93.430016
745,110.49978
746,93.22379
751,77.56338
754,93.71848
756,93.636826
758,94.28842
759,113.88749
761,117.51351
766,93.18816
767,110.3874
768,93.11778
769,112.56445
770,94.614136
771,77.765884
772,102.71304
773,92.94614
774,111.668976
776,111.83171
777,95.23175
780,117.228226
782,104.47453
787,102.77988
788,93.6805
792,93.11778
793,113.258766
798,93.68089
800,93.04591
806,111.63124
809,111.83171
811,114.2416
812,93.17438
814,116.23593
816,102.77988
817,93.114296
818,106.47022
820,112.42571
823,93.6805
829,93.5057
830,112.68466
831,93.22379
834,111.83171
839,93.914825
841,77.840836
844,104.47453
845,93.6805
848,93.17438
850,97.44023
851,102.71304
852,92.16846
854,93.10895
855,96.96687
856,102.2732
859,102.71304
861,111.668976
864,92.94614
865,111.668976
866,92.70842
867,94.076706
869,94.396126
871,93.17438
872,111.63124
882,102.77988
883,93.6805
885,93.114296
888,95.12116
893,111.63124
901,110.34184
903,104.47453
904,94.72753
905,102.71304
910,95.031204
911,105.16943
914,114.296974
918,112.53388
921,93.5057
928,92.94614
929,102.71304
932,94.8877
933,102.90916
934,95.031204
935,111.83171
937,77.82502
939,93.6805
940,102.63864
941,93.10895
942,102.55031
943,94.72753
944,102.71304
947,111.63124
949,110.7401
951,111.29848
952,93.114296
953,104.47453
954,77.56338
957,111.83171
959,93.778015
960,111.83171
963,116.23593
965,111.63124
967,102.71304
971,92.94614
972,77.56338
973,94.72753
974,111.83171
975,96.360664
978,112.859146
980,112.12268
981,94.614136
984,114.296974
986,95.031204
988,93.11778
989,111.83171
990,102.77988
992,110.34184
996,95.17636
999,111.83171
1000,93.009895
1001,111.668976
1002,93.5057
1003,111.83171
1004,93.5057
1008,112.12268
1009,92.85056
1010,124.607796
1012,111.83171
1013,93.04591
1014,114.21103
1015,93.17438
1016,116.23593
1019,93.17438
1020,111.83171
1021,95.031204
1022,102.61819
1024,95.031204
1025,77.61611
1027,94.396126
1028,102.55031
1029,96.24727
1030,93.568184
1033,111.83171
1036,91.489426
1037,110.49978
1038,92.77648
1042,93.6805
1043,102.63864
1044,92.94614
1045,111.83171
1047,112.89375
1050,93.6805
1051,111.63124
1054,93.6805
1056,94.614136
1057,93.6805
1059,93.86387
1062,93.28155
1063,103.51671
1064,94.614136
1066,92.94614
1070,102.71304
1076,111.83171
1077,92.92456
1078,111.83171
1080,111.742455
1082,112.532135
1083,95.12116
1089,111.65721
1091,95.12116
1093,93.6805
1097,94.614136
1099,93.6805
1101,95.031204
1103,94.491844
1104,111.83171
1106,114.00128
1109,92.78763
1110,111.63124
1111,96.67435
1112,110.70461
1114,93.6805
1116,93.430016
1117,110.288025
1120,93.91052
1124,111.83171
1125,93.04591
1126,108.95911
1134,111.83171
1137,93.78081
1138,111.83171
1144,111.63124
1145,93.84331
1146,92.78763
1148,96.360664
1150,93.91052
1152,104.47453
1153,93.568184
1154,103.93626
1155,93.6805
1157,92.70401
1162,93.6805
1165,111.83171
1166,94.46038
1167,102.55827
1168,95.031204
1169,102.71304
1171,117.51351
1172,94.96093
1173,102.71304
1174,93.10895
1176,96.96687
1177,102.71304
1178,92.94614
1182,111.83171
1186,95.031204
1187,117.2213
1188,93.71848
1189,117.228226
1191,102.20562
1192,93.6805
1197,110.86588
1198,93.17438
1200,77.56338
1201,93.098366
1203,94.614136
1209,116.23593
1214,102.71304
1218,110.46365
1222,93.71848
1226,93.29449
1228,92.94614
1230,93.22766
1232,77.56338
1233,106.48705
1236,112.89375
1238,92.94614
1241,111.63124
1244,103.020615
1246,93.71848
1247,111.83171
1250,113.32036
1251,93.6805
1254,112.53388
1255,92.94614
1256,110.021164
1257,93.87267
1258,93.43613
1259,111.63124
1260,93.114296
1263,111.63124
1267,77.64178
1268,110.89752
1271,93.6805
1272,111.63124
1274,104.043396
1275,93.6805
1276,111.63124
1277,92.77648
1279,92.78763
1281,92.89599
1282,93.71848
1283,111.090836
1285,111.94437
1286,93.39289
1289,111.83171
1296,112.39603
1299,93.91052
1301,95.17636
1306,92.505
1307,92.94614
1308,93.01191
1313,111.63124
1314,93.86387
1315,111.63124
1316,92.97771
1317,111.63124
1319,93.17438
1323,95.031204
1324,103.58912
1325,92.94614
1328,102.6528
1329,94.614136
1330,111.668976
1331,94.57378
1332,102.71304
1337,93.568184
1338,111.79006
1339,93.913895
1340,111.27267
1343,112.56445
1347,103.611565
1348,92.94614
1349,103.58912
1352,92.78763
1354,96.96687
1359,111.83171
1360,95.031204
1363,111.63124
1364,95.12116
1365,102.74269
1366,93.29449
1372,93.114296
1375,103.42292
1376,93.6805
1378,93.6805
1379,114.296974
1380,95.031204
1381,102.71304
1384,112.607086
1387,93.91052
1388,111.83171
1392,75.717865
1394,101.16958
1395,93.40537
1396,111.63124
1398,93.84331
1399,111.63124
1400,99.38701
1401,93.430016
1403,93.6805
1404,112.59814
1406,111.63124
1407,93.6805
1408,111.63124
1410,77.64178
1412,111.63124
1413,93.6805
1415,93.86387
1420,111.63124
1422,110.46365
1423,111.44006
1424,111.63124
1425,93.27197
1426,77.64178
1427,94.614136
1429,91.857735
1430,111.83171
1431,96.96687
1432,103.41868
1434,113.65195
1437,93.6805
1438,102.853905
1440,111.668976
1441,111.668976
1442,92.94614
1444,111.742455
1445,93.86387
1446,104.47453
1448,92.388435
1453,93.22379
1454,111.63124
1455,93.6805
1456,113.97692
1458,111.63124
1459,92.77648
1461,93.29449
1465,93.91052
1466,112.12268
1469,95.031204
1472,93.22379
1474,93.6805
1477,114.00128
1479,112.59784
1482,93.43613
1483,77.56338
1487,94.396126
1488,111.668976
1490,111.83171
1492,111.03559
1494,117.228226
1496,103.31845
1497,93.72463
1499,94.96093
1502,92.94614
1507,112.95952
1508,92.78763
1509,112.59784
1511,93.22379
1512,112.53261
1513,115.022865
1514,103.35198
1518,111.83171
1519,93.5057
1522,111.83171
1524,77.56338
1527,92.94614
1529,93.9043
1532,102.71304
1536,111.83171
1537,116.23593
1539,104.12593
1542,111.742455
1543,93.6805
1544,103.144875
1545,79.61019
1550,93.6805
1551,109.99848
1554,104.489845
1556,104.47453
1559,93.87267
1560,77.56338
1562,94.614136
1566,93.5057
1567,111.83171
1569,102.71304
1570,110.70461
1571,111.668976
1574,92.78763
1578,104.47453
1580,92.505
1583,110.94904
1584,92.78763
1585,112.53261
1586,94.01217
1587,111.83171
1588,93.5057
1590,115.99271
1592,102.77988
1596,112.95952
1598,110.49978
1599,93.6805
1604,114.40785
1606,102.77988
1607,93.6805
1608,103.105965
1609,117.51351
1611,93.84331
1613,93.568184
1616,94.396126
1619,113.769684
1620,93.5057
1621,111.83171
1622,92.94614
1625,110.34184
1627,117.51351
1629,111.57972
1634,94.96093
1636,92.94614
1638,102.71304
1639,93.752014
1641,94.614136
1643,93.40537
1644,102.0466
1645,117.228226
1646,92.913185
1647,104.489845
1648,94.614136
1652,92.505
1653,111.83171
1656,93.5057
1658,93.6805
1659,111.63124
1661,93.169685
1663,93.6805
1664,111.742455
1665,93.6805
1666,104.47453
1667,101.48871
1668,77.42319
1669,103.105965
1670,93.40537
1672,111.83171
1674,114.21103
1677,111.668976
1678,93.04591
1679,111.83171
1680,93.71504
1683,102.71304
1686,102.71304
1687,110.46365
1689,111.63124
1690,93.22379
1691,116.23593
1692,111.83171
1693,92.78763
1695,93.6805
1696,93.22379
1697,111.63124
1700,104.47453
1701,94.396126
1702,111.83171
1703,93.11778
1704,113.48309
1706,95.40467
1707,114.296974
1708,94.614136
1710,94.847534
1711,102.71304
1713,102.61819
1717,102.71304
1719,104.47453
1720,93.6805
1722,93.6805
1725,102.77988
1726,94.614136
1727,103.34428
1729,111.83171
1730,92.505
1731,112.2854
1733,104.47453
1734,93.6805
1735,110.46365
1738,93.568184
1742,98.47086
1745,114.21103
1747,94.396126
1749,94.96093
1751,94.72753
1752,77.56338
1753,102.84955
1754,93.84331
1755,93.84331
1756,102.394035
1758,111.190926
1759,93.6805
1760,102.72941
1761,111.742455
1762,92.77648
1763,110.89752
1764,92.18668
1766,94.97738
1768,92.94614
1769,77.64178
1771,113.48309
1772,93.009895
1773,103.00401
1774,94.396126
1775,110.3874
1777,111.83171
1779,93.6805
1780,102.72941
1787,93.11778
1788,92.94614
1790,94.614136
1796,111.83171
1801,93.5057
1803,94.614136
1807,111.83171
1809,116.017555
1812,92.94614
1813,110.98678
1814,92.506485
1815,112.09262
1816,93.748856
1818,93.17438
1820,92.77648
1821,112.89375
1822,93.84331
1825,92.94614
1826,102.71304
1828,94.614136
1831,102.71304
1836,112.7814
1837,92.94614
1841,93.6805
1844,101.84156
1848,94.57378
1851,104.12593
1852,95.12116
1853,93.04591
1854,111.94437
1856,93.843864
1859,116.017555
1860,94.72753
1861,77.56338
1863,102.71304
1865,93.10895
1866,103.7987
1867,93.40537
1868,93.11778
1872,92.94614
1879,93.93818
1880,102.77988
1882,92.94614
1885,102.71304
1887,102.77988
1888,93.6805
1890,114.52749
1894,93.568184
1895,102.77988
1896,94.614136
1897,111.83171
1900,112.73658
1901,93.87267
1902,112.046295
1905,94.076706
1906,111.83171
1912,104.47453
1915,94.72753
1916,102.71304
1917,94.614136
1918,102.71304
1920,77.56338
1923,94.28842
1924,102.548355
1925,94.614136
1930,117.51351
1932,111.63124
1933,92.5878
1934,111.30451
1935,93.87267
1940,77.64178
1941,93.10895
1942,111.090836
1943,93.48911
1944,93.17438
1945,116.30047
1948,116.23593
1949,93.17438
1952,92.42104
1954,92.78763
1955,111.63124
1958,92.178246
1959,77.767555
1960,110.89752
1963,93.84331
1965,92.87773
1968,103.3692
1969,95.12116
1971,93.84331
1972,111.83171
1973,93.5057
1975,93.5057
1977,92.71446
1978,91.96164
1979,111.83171
1981,93.5057
1982,113.81468
1987,113.81468
1988,93.5057
1993,105.46826
1997,93.10895
1999,94.72753
2001,93.568184
2002,112.89375
2003,93.71848
2004,77.47477
2006,111.83171
2007,94.614136
2009,102.72941
2010,93.6805
2013,92.913185
2018,77.767555
2022,104.35257
2024,115.76955
2025,93.86387
2026,101.889725
2030,102.72941
2031,93.84331
2032,104.47453
2033,94.614136
2035,92.96916
2036,111.83171
2037,93.04591
2040,93.568184
2043,114.79778
2044,103.157104
2046,102.90916
2054,107.209274
2055,93.86387
2056,102.72941
2059,92.77648
2060,93.87267
2062,91.889305
2063,110.6342
2066,93.568184
2067,110.46365
2072,93.78081
2073,111.742455
2074,92.19609
2075,110.48475
2076,94.46038
2080,93.715324
2082,93.87267
2085,108.96381
2087,114.08723
2091,118.05311
2092,93.568184
2093,102.72941
2098,92.49125
2101,110.89752
2102,93.17438
2103,77.64178
2105,103.7987
2106,93.6805
2107,112.42571
2110,93.098366
2114,93.573135
2115,111.83171
2117,76.11292
2118,92.45772
2119,102.71304
2120,94.614136
2122,93.91052
2123,111.83171
2126,93.84331
2127,102.77988
2128,93.6805
2129,111.742455
2132,93.31505
2135,104.47453
2138,95.17636
2139,117.51351
2141,111.76955
2142,92.94614
2146,93.114296
2151,113.65195
2157,101.889725
2159,113.98033
2162,93.6805
2164,116.23593
2167,93.22379
2168,111.668976
2171,92.96916
2173,93.84331
2174,102.853905
2175,92.94614
2178,93.6805
2180,93.568184
2185,111.83171
2189,93.04591
2190,110.46365
2192,102.77988
2194,112.89375
2200,112.7814
2201,93.71848
2203,111.83171
2204,93.71848
2205,112.046295
2209,115.890915
2213,102.55031
2214,92.94614
2215,113.32036
2216,93.71848
2218,92.94614
2219,109.34795
2220,95.031204
2222,93.87267
2223,111.742455
2225,111.63124
2226,93.25538
2230,93.49236
2233,110.46365
2234,112.046295
2235,93.71848
2236,77.56338
2237,93.914825
2240,112.89375
2241,92.97771
2248,102.74269
2249,93.0009
2250,112.59784
2252,111.83171
2253,93.71848
2254,111.83171
2256,77.56338
2258,94.29336
2259,111.190926
2262,93.568184
2265,93.6805
2266,103.166336
2269,93.114296
2271,96.96687
2273,93.04591
2274,112.53388
2275,93.71848
2277,92.94614
2279,93.71848
2280,77.56338
2282,93.568184
2283,102.66866
2288,93.5057
2289,113.653656
2291,94.614136
2292,117.51351
2297,95.031204
2298,102.71304
2299,93.20009
2300,114.79778
2301,93.5057
2304,93.86387
2305,103.37443
2306,93.568184
2308,94.46038
2309,112.59784
2311,94.27407
2312,102.269035
2316,102.77988
2321,102.71304
2322,111.83171
2325,102.83606
2326,94.73983
2329,117.51351
2330,92.94614
2331,102.55031
2332,110.46365
2333,93.568184
2334,102.77988
2335,110.021164
2337,111.50013
2338,92.39679
2340,110.46365
2342,93.5057
2345,93.430016
2349,92.97771
2351,77.56338
2352,94.614136
2354,111.63124
2355,112.033424
2357,111.63124
2358,93.430016
2360,92.968575
2361,111.63124
2364,92.94614
2366,94.96093
2369,103.38751
2370,93.114296
2371,110.46365
2373,112.95952
2374,96.21943
2376,111.83171
2378,112.520004
2382,96.96687
2383,93.04591
2386,102.71304
2387,94.396126
2389,93.6805
2390,112.67571
2392,92.178246
2398,110.46365
2399,94.72753
2400,93.78081
2401,111.147964
2402,93.6805
2404,94.17529
2407,112.59814
2408,112.44666
2409,112.42571
2412,75.34035
2413,95.054634
2415,92.847084
2420,118.27228
2422,93.568184
2423,102.77988
2426,94.72753
2432,92.94614
2434,92.505
2435,93.6805
2436,111.668976
2438,112.68466
2440,111.83171
2443,93.49328
2444,93.17438
2447,102.74269
2450,93.6805
2454,92.95928
2455,109.560394
2459,93.568184
2460,112.39514
2463,92.913185
2465,93.24152
2468,77.64178
2469,93.71848
2474,93.84331
2478,93.70106
2480,93.22379
2481,112.89375
2489,93.568184
2490,102.72941
2492,93.87267
2496,93.568184
2497,112.42571
2500,94.614136
2505,93.568184
2507,92.96916
2508,112.046295
2509,94.614136
2510,77.12341
2513,93.5057
2515,93.568184
2518,93.04591
2519,112.532135
2520,93.04591
2521,112.53388
2523,111.29848
2525,93.20009
2529,112.046295
2530,93.71848
2533,116.7856
2535,93.17438
2538,104.25262
2544,112.13138
2553,111.83171
2556,93.10895
2558,93.778015
2559,115.396286
2560,92.94614
2561,113.81468
2562,93.04591
2563,110.169235
2564,92.505
2565,110.46365
2567,102.28755
2572,93.84331
2575,94.614136
2576,111.83171
2577,93.84331
2578,93.6805
2579,110.49978
2580,93.17438
2582,111.83171
2583,92.88414
2587,92.94614
2589,113.81468
2590,96.360664
2591,112.046295
2594,94.41536
2597,94.50546
2598,104.47453
2599,93.86387
2600,103.00135
2602,115.164024
2603,93.84331
2604,102.55659
2606,108.40231
2607,77.56338
2608,93.78081
2613,112.046295
2614,93.31973
2615,111.83171
2617,109.84482
2620,93.91052
2623,110.98678
2624,93.573135
2627,112.046295
2629,77.56338
2630,93.17438
2632,94.96992
2636,93.748856
2639,94.94693
2640,102.71304
2642,112.046295
2644,104.47453
2646,111.14285
2647,93.748856
2649,93.20009
2650,102.77988
2652,104.47453
2653,103.105965
2655,102.61819
2657,110.46365
2659,111.63124
2662,93.04591
2663,112.89375
2664,93.114296
2665,103.99225
2670,92.18151
2671,102.71304
2672,92.57111
2675,104.47453
2677,110.03099
2679,112.42571
2683,112.12268
2684,93.748856
2685,94.000374
2688,102.77988
2689,95.054634
2690,100.38995
2693,94.853226
2694,112.61983
2697,101.92907
2699,94.72753
2703,94.41536
2705,102.71304
2709,77.56239
2710,93.009895
2711,111.27267
2712,92.19763
2713,93.001366
2714,112.42571
2715,92.44927
2717,93.5057
2718,113.20601
2720,114.79778
2721,93.098366
2726,94.96093
2728,92.94614
2731,103.99083
2732,111.63124
2734,93.430016
2736,104.47453
2737,93.29449
2738,102.77988
2739,113.98033
2746,93.10895
2749,102.77988
2751,117.228226
2752,102.61819
2753,92.65953
2757,102.72941
2758,93.47963
2759,114.455086
2760,94.090576
2762,111.83171
2764,94.72753
2765,116.21251
2769,111.742455
2771,110.471634
2774,93.35026
2776,93.061325
2777,120.47041
2778,93.87267
2779,111.83171
2782,93.87267
2784,93.6136
2787,92.968636
2789,93.29449
2792,93.131676
2798,93.84331
2799,102.853905
2800,93.20009
2801,78.25817
2802,94.46908
2804,92.94614
2807,102.74269
2808,93.169685
2809,118.27228
2811,115.022865
2812,92.94614
2814,93.5057
2816,93.098366
2817,114.9356
2818,112.44666
2820,111.29848
2821,77.46142
2822,94.96093
2823,102.71304
2824,93.098366
2826,93.15434
2829,93.87267
2834,92.94614
2835,76.581535
2838,94.39847
2839,111.742455
2840,93.17438
2841,110.09564
2842,93.568184
2846,110.799995
2848,95.054634
2849,91.857735
2850,112.42571
2851,93.6805
2853,94.283264
2854,112.046295
2858,116.72497
2861,92.76782
2864,93.87267
2865,112.89375
2866,111.83171
2867,93.17438
2868,111.83171
2870,111.668976
2877,96.360664
2878,112.046295
2880,111.83171
2882,77.56338
2883,95.40467
2884,102.71304
2885,92.94614
2887,93.568184
2888,109.84544
2889,93.84331
2890,104.47453
2891,94.27407
2892,116.23593
2893,99.0587
2898,116.39917
2899,93.27197
2900,111.044876
2901,93.34066
2909,95.031204
2910,112.29481
2911,109.94461
2913,112.59784
2914,98.38286
2918,94.34559
2919,112.12268
2920,92.658
2921,112.046295
2922,92.85056
2923,103.105965
2925,118.27228
2926,93.17438
2927,112.046295
2929,111.83171
2933,93.427635
2934,111.59653
2936,113.438995
2941,103.0341
2942,93.009895
2943,112.53388
2945,102.55827
2950,93.9043
2951,111.83171
2953,112.607086
2954,95.17636
2955,102.71304
2956,94.72753
2960,96.96687
2962,94.46038
2963,100.28656
2964,104.47453
2966,77.56338
2967,93.748856
2968,113.68597
2969,93.5057
2971,93.17438
2972,95.031204
2974,92.913185
2975,112.42571
2977,117.228226
2980,111.83171
2981,93.04591
2983,93.114296
2984,102.55659
2985,117.51351
2986,102.55659
2987,95.031204
2989,92.45772
2990,111.83171
2991,95.96453
2992,77.64178
2995,101.92907
2996,102.55659
3002,111.164925
3004,111.742455
3005,117.51351
3006,93.47963
3010,95.21196
3011,102.77988
3014,93.17438
3015,93.69451
3016,93.6805
3017,112.69947
3018,93.17438
3021,102.77988
3024,104.47453
3028,92.94614
3030,93.87267
3032,93.098366
3039,94.614136
3040,103.30711
3041,93.914825
3043,93.92188
3044,111.83171
3046,111.29848
3055,93.17438
3056,111.742455
3058,93.04591
3059,112.607086
3061,116.23593
3063,102.77988
3066,93.0009
3067,104.47453
3068,77.56338
3069,93.098366
3072,115.022865
3073,111.83171
3074,94.376175
3077,93.9043
3082,93.71848
3084,101.92907
3085,113.44727
3088,104.47453
3091,93.913895
3092,111.11312
3093,94.376175
3094,103.99083
3096,111.30451
3097,92.505
3098,77.56338
3102,115.022865
3106,93.04591
3109,94.41536
3111,92.2872
3112,117.51351
3113,93.098366
3115,93.78081
3116,113.48309
3117,94.01217
3121,112.42571
3122,92.21663
3123,94.614136
3124,102.72941
3125,93.6805
3126,102.66866
3127,116.23593
3129,93.5057
3130,111.83171
3132,104.86309
3134,102.39866
3135,94.97738
3137,78.13056
3138,96.360664
3140,92.45772
3144,112.73658
3145,94.96093
3146,111.83171
3147,93.20009
3148,104.07299
3149,103.611565
3150,117.36089
3151,94.41536
3152,93.114296
3155,105.67135
3156,112.42571
3159,93.5057
3161,95.054634
3162,102.71304
3163,95.40467
3165,102.77988
3172,93.91052
3173,110.31319
3176,94.57378
3177,102.77988
3179,112.42571
3183,93.01191
3186,94.614136
3187,102.63864
3189,110.86588
3190,93.430016
3192,116.23593
3193,93.91052
3194,111.73094
3197,93.6805
3198,93.10895
3200,93.71848
3201,117.51351
3202,93.10895
3204,93.568184
3205,93.04591
3206,112.56445
3208,102.71304
3210,102.77988
3211,93.0009
3212,116.23593
3213,93.914825
3214,110.89752
3216,104.47453
3219,93.5057
3220,112.607086
3221,93.098366
3226,103.58912
3227,95.054634
3228,112.44666
3229,92.93061
3232,77.64178
3233,94.72753
3234,93.10895
3236,92.092125
3238,112.046295
3239,114.08723
3240,92.97771
3247,111.83171
3249,102.77988
3252,110.26679
3253,93.114296
3254,101.889725
3255,93.114296
3256,111.25087
3257,93.430016
3262,93.29449
3263,104.47453
3264,94.72753
3266,112.394295
3267,92.38598
3269,93.568184
3272,117.51351
3274,93.6805
3275,100.24105
3277,95.17636
3279,94.96093
3280,102.71304
3283,96.1347
3285,93.568184
3287,92.94614
3288,104.47453
3290,102.55659
3291,93.914825
3298,111.83171
3299,93.10895
3302,114.65863
3303,94.614136
3304,103.66605
3307,92.94614
3309,94.17529
3314,77.56338
3316,112.09262
3317,94.64411
3319,93.71848
3320,111.668976
3321,94.72753
3322,103.982506
3324,93.5057
3326,93.87267
3329,111.29848
3330,92.505
3331,111.83171
3335,116.23593
3337,93.568184
3338,102.55659
3339,93.29449
3340,110.49978
3341,94.46908
3343,93.6136
3346,93.17438
3348,94.72753
3351,104.47453
3352,117.51351
3355,93.11778
3356,114.296974
3358,101.16958
3359,95.12116
3360,108.791016
3371,112.51278
3372,93.098366
3374,94.96093
3377,112.73658
3378,93.17438
3380,102.71304
3382,95.054634
3386,93.10895
3389,112.56445
3391,102.55031
3393,96.360664
3394,102.71304
3395,94.614136
3397,112.046295
3398,94.96093
3399,77.46142
3400,94.614136
3404,102.55031
3407,111.83171
3409,103.51671
3419,95.17636
3421,94.283264
3425,93.6805
3427,77.56239
3428,117.51351
3429,111.83171
3431,91.82858
3435,93.6805
3436,112.42571
3439,93.336716
3441,91.87827
3442,117.51351
3443,93.29449
3444,102.77988
3445,93.84331
3446,114.3383
3449,93.87267
3453,93.10895
3457,92.90817
3460,104.47453
3461,93.49236
3462,93.22379
3464,102.77988
3465,77.56338
3466,94.614136
3467,102.77988
3468,93.114296
3469,102.853905
3470,103.105965
3472,112.046295
3473,92.80114
3475,93.6805
3476,111.83171
3478,102.71304
3479,94.73983
3483,92.94614
3484,102.71304
3485,94.97738
3487,93.84331
3488,113.81468
3496,111.742455
3497,92.968575
3499,96.96687
3500,77.56338
3501,94.614136
3504,94.614136
3508,102.72941
3511,93.01191
3512,111.6277
3515,93.17438
3517,93.84331
3518,103.42292
3526,111.742455
3528,117.23622
3529,91.19132
3530,111.38832
3531,93.22379
3532,112.69914
3533,93.430016
3534,93.098366
3535,77.56338
3536,93.71848
3537,111.83171
3538,92.94614
3539,112.44666
3540,103.78199
3545,111.83171
3546,93.5057
3550,103.51671
3551,93.914825
3553,93.6805
3554,104.47453
3557,93.914825
3558,111.83171
3559,93.87267
3561,93.752014
3562,112.046295
3563,94.614136
3564,104.47453
3565,93.84331
3567,92.97771
3571,104.47453
3572,93.114296
3574,92.338974
3576,92.94614
3577,111.83171
3578,94.614136
3579,92.94614
3583,92.28323
3585,95.054634
3586,102.71304
3587,111.83171
3593,93.715324
3594,113.28751
3595,94.614136
3599,93.6805
3600,102.853905
3601,112.046295
3602,93.87267
3604,93.914825
3609,117.51351
3610,111.94437
